game_no,player_first,player_second,result
1,9,2,w
2,16,12,l
3,4,15,w
4,5,8,w
5,16,13,l
6,5,13,l
7,6,16,w
8,9,14,l
9,3,18,w
10,18,15,l
11,3,10,w
12,13,20,l
13,4,3,w
14,1,10,w
15,20,3,w
16,13,9,l
17,7,12,l
18,11,14,w
19,2,9,l
20,5,14,l
21,7,20,l
22,17,1,w
23,1,10,w
24,5,16,l
25,3,18,w
26,10,18,l
27,1,3,w
28,18,11,l
29,18,9,l
30,15,2,w
31,20,8,w
32,9,19,l
33,15,7,w
34,3,7,w
35,9,17,l
36,17,4,l
37,19,17,w
38,14,2,w
39,13,18,w
40,14,19,l
41,19,11,w
42,3,10,w
43,18,5,l
44,13,15,l
45,19,11,w
46,8,17,w
47,7,6,l
48,14,11,w
49,9,1,l
50,8,12,l
51,8,14,w
52,8,10,w
53,20,1,w
54,19,1,w
55,20,2,w
56,3,10,l
57,18,16,w
58,2,7,w
59,5,14,l
60,6,9,w
61,13,4,l
62,12,3,l
63,6,10,w
64,5,13,l
65,15,14,w
66,11,3,l
67,19,20,w
68,2,4,l
69,11,7,l
70,5,12,l
71,1,3,w
72,8,17,l
73,17,6,l
74,4,15,w
75,19,11,w
76,4,11,l
77,16,17,w
78,15,12,l
79,12,18,w
80,15,10,l
81,18,19,l
82,18,14,l
83,3,5,w
84,12,2,w
85,18,17,w
86,6,17,w
87,9,15,w
88,18,17,w
89,1,12,w
90,9,16,l
91,3,7,l
92,2,6,w
93,15,8,l
94,12,18,l
95,16,17,l
96,7,11,w
97,4,1,l
98,18,16,w
99,1,6,w
100,8,16,l
101,14,8,w
102,15,3,l
103,14,12,w
104,16,10,l
105,16,6,l
106,9,19,w
107,16,9,l
108,17,6,l
109,20,12,l
110,20,10,l
111,17,4,l
112,7,4,w
113,8,6,l
114,10,19,l
115,18,16,w
116,8,6,l
117,11,14,w
118,13,6,w
119,2,4,w
120,4,2,l
121,9,4,w
122,6,1,w
123,2,12,w
124,5,8,w
125,8,20,l
126,4,17,w
127,8,9,w
128,12,13,l
129,2,19,w
130,6,16,l
131,5,6,l
132,15,14,w
133,10,5,w
134,10,14,w
135,10,3,w
136,16,17,w
137,7,20,w
138,9,20,w
139,14,1,w
140,1,17,l
141,12,17,w
142,17,18,w
143,12,6,w
144,8,7,w
145,20,2,w
146,19,20,w
147,3,18,l
148,8,12,w
149,10,16,w
150,8,7,l
151,11,2,l
152,19,6,l
153,14,9,l
154,2,7,l
155,8,7,w
156,19,20,w
157,5,11,w
158,7,13,w
159,4,12,l
160,19,12,l
161,16,10,l
162,10,20,l
163,16,5,w
164,20,16,w
165,19,18,w
166,2,6,w
167,1,18,l
168,10,13,l
169,9,19,w
170,19,10,w
171,19,3,l
172,4,2,l
173,11,20,l
174,4,11,l
175,8,12,l
176,6,3,w
177,20,7,l
178,12,7,w
179,9,3,l
180,5,15,l
181,7,8,w
182,2,13,l
183,7,20,l
184,19,13,w
185,2,11,l
186,14,3,w
187,4,5,w
188,6,20,w
189,10,13,w
190,11,16,w
191,14,13,l
192,15,19,l
193,2,6,w
194,9,17,l
195,3,20,w
196,2,5,l
197,7,5,l
198,3,16,l
199,19,9,l
200,7,11,w
201,10,15,l
202,19,18,l
203,16,19,w
204,20,19,w
205,9,12,l
206,6,9,w
207,10,4,l
208,12,4,l
209,7,19,w
210,7,3,w
211,16,5,w
212,13,14,w
213,4,18,w
214,12,16,l
215,16,12,l
216,15,9,l
217,17,19,w
218,6,8,l
219,9,6,l
220,10,17,l
221,13,4,w
222,16,2,w
223,7,14,w
224,19,1,l
225,18,6,l
226,11,20,l
227,5,11,l
228,1,15,l
229,6,13,w
230,12,8,w
231,1,7,w
232,17,3,w
233,14,20,l
234,12,14,l
235,19,16,w
236,7,2,l
237,5,10,w
238,19,4,w
239,1,20,w
240,3,13,l
241,10,14,w
242,6,16,l
243,13,12,l
244,20,7,l
245,19,3,w
246,5,8,l
247,17,3,w
248,14,12,l
249,15,13,l
250,6,13,w
251,11,16,w
252,14,9,l
253,16,2,l
254,20,2,l
255,4,9,l
256,20,5,w
257,11,8,w
258,16,8,w
259,9,18,l
260,7,14,w
261,3,15,w
262,6,2,l
263,16,19,l
264,3,9,w
265,11,8,w
266,11,10,l
267,12,4,l
268,5,6,w
269,10,5,l
270,1,14,w
271,19,2,w
272,5,11,w
273,20,19,l
274,4,8,l
275,5,20,l
276,16,6,l
277,8,12,w
278,5,13,l
279,13,6,w
280,17,10,w
281,5,16,l
282,9,2,l
283,1,18,w
284,6,11,l
285,9,2,l
286,8,15,w
287,6,13,w
288,18,11,l
289,11,18,w
290,17,18,l
291,9,17,w
292,16,7,l
293,20,3,l
294,4,15,w
295,11,15,l
296,1,8,l
297,16,11,l
298,20,9,l
299,10,14,w
300,3,6,l
301,13,6,w
302,9,4,l
303,7,15,w
304,5,7,l
305,14,7,w
306,9,19,w
307,4,9,w
308,8,1,l
309,4,9,w
310,18,17,l
311,7,2,w
312,2,20,l
313,2,11,l
314,1,19,l
315,3,9,l
316,20,15,w
317,9,11,l
318,8,2,l
319,3,14,l
320,13,3,l
321,2,9,l
322,16,11,w
323,11,4,w
324,18,4,l
325,20,7,l
326,1,10,l
327,5,19,w
328,2,13,l
329,14,1,w
330,2,6,l
331,4,19,l
332,18,10,w
333,3,1,w
334,19,13,l
335,3,1,l
336,14,16,l
337,12,8,l
338,19,2,w
339,18,13,l
340,12,6,l
341,15,8,w
342,1,17,l
343,17,14,w
344,9,15,l
345,3,6,l
346,3,6,l
347,17,13,l
348,5,7,w
349,2,6,l
350,3,17,w
351,9,14,l
352,15,2,w
353,12,9,l
354,14,11,l
355,19,5,l
356,19,6,l
357,3,10,w
358,2,14,l
359,6,4,l
360,3,4,w
361,16,5,w
362,17,11,w
363,12,10,l
364,7,20,w
365,1,12,w
366,18,5,w
367,10,9,l
368,20,9,l
369,4,2,l
370,3,15,w
371,16,6,l
372,16,13,w
373,9,12,w
374,1,6,w
375,17,19,l
376,13,15,l
377,12,4,l
378,1,11,l
379,11,3,l
380,20,3,w
381,5,10,w
382,7,18,l
383,17,8,l
384,9,17,w
385,13,9,l
386,4,17,w
387,2,19,w
388,20,3,w
389,14,3,w
390,13,10,l
391,15,10,w
392,19,15,l
393,15,3,l
394,11,17,l
395,3,8,w
396,15,13,w
397,3,20,l
398,11,9,l
399,16,20,l
400,12,5,w
401,8,16,w
402,5,20,l
403,3,2,w
404,5,10,l
405,20,7,w
406,13,6,l
407,1,16,w
408,6,17,w
409,12,8,w
410,20,7,w
411,8,1,w
412,4,19,w
413,13,17,w
414,13,16,l
415,2,10,l
416,4,13,w
417,2,16,l
418,10,18,l
419,7,4,l
420,11,7,l
421,19,6,l
422,19,17,l
423,14,18,w
424,7,4,l
425,20,15,w
426,9,4,w
427,18,1,l
428,20,3,l
429,11,2,l
430,3,11,w
431,4,16,l
432,15,4,l
433,13,19,l
434,11,17,w
435,6,14,l
436,7,9,l
437,6,4,w
438,3,2,l
439,12,10,l
440,19,10,w
441,17,7,w
442,5,16,l
443,8,4,w
444,8,5,w
445,18,15,l
446,17,1,w
447,2,4,w
448,3,1,w
449,15,1,w
450,10,14,l
451,11,4,w
452,19,13,l
453,6,5,l
454,16,3,w
455,7,17,l
456,18,15,w
457,2,19,w
458,18,11,w
459,12,2,w
460,17,15,w
461,1,10,w
462,9,14,w
463,14,11,l
464,16,11,w
465,14,13,l
466,2,15,w
467,14,15,w
468,14,19,w
469,19,13,l
470,20,17,w
471,14,16,l
472,15,20,w
473,15,12,w
474,7,18,l
475,2,9,w
476,8,14,w
477,18,8,w
478,13,6,l
479,20,4,l
480,5,13,l
481,16,15,l
482,9,16,w
483,16,7,l
484,10,2,w
485,9,10,l
486,2,11,w
487,4,19,l
488,18,4,w
489,5,2,w
490,4,15,l
491,16,14,l
492,10,17,w
493,11,13,l
494,20,12,w
495,4,19,l
496,11,13,l
497,18,10,w
498,3,8,w
499,5,14,l
500,16,11,l
501,10,1,l
502,15,16,l
503,19,8,l
504,11,4,l
505,2,3,l
506,7,19,l
507,14,18,l
508,18,6,l
509,12,19,w
510,14,6,w
511,10,7,w
512,10,11,w
513,14,15,l
514,8,3,w
515,19,1,l
516,13,12,w
517,9,19,l
518,10,1,l
519,10,11,l
520,17,3,l
521,11,6,w
522,19,11,l
523,19,11,l
524,20,13,l
525,4,7,w
526,16,20,w
527,20,3,l
528,13,4,w
529,3,5,w
530,12,4,l
531,6,5,l
532,14,13,l
533,18,4,w
534,4,6,l
535,20,17,w
536,20,19,w
537,14,18,w
538,5,19,l
539,17,6,l
540,12,14,w
541,1,18,w
542,8,3,l
543,1,2,l
544,1,5,l
545,6,3,l
546,5,9,l
547,19,5,l
548,2,17,l
549,20,2,l
550,2,17,l
551,14,20,l
552,3,9,w
553,17,18,w
554,1,17,w
555,20,16,w
556,3,8,l
557,8,15,l
558,18,1,w
559,8,12,w
560,8,2,w
561,12,13,l
562,19,16,w
563,6,16,w
564,9,1,w
565,20,11,l
566,15,18,w
567,8,6,w
568,15,1,l
569,13,11,l
570,6,8,w
571,4,11,l
572,15,18,l
573,9,11,w
574,13,12,l
575,5,10,l
576,5,4,w
577,15,1,l
578,19,12,w
579,6,11,l
580,11,19,l
581,10,16,l
582,7,1,l
583,3,5,w
584,15,11,l
585,20,15,l
586,2,5,l
587,11,20,w
588,15,13,w
589,20,15,l
590,11,20,w
591,17,14,l
592,5,2,l
593,1,19,w
594,2,7,w
595,11,3,l
596,11,18,w
597,17,7,l
598,6,10,l
599,3,18,l
600,5,6,w
